customer_id,Recency,Monetary,CustomerClusterID
0027MnmEcEx0,2834,205.1,2
00D6vdR3ymjv,2787,151.98,2
00DP5EaE4Ro1,2669,306.12,2
00EOuKj3Fvve,2782,50.74,2
00HSVcF2NdSx,2516,213.11,0
00IHcNfTDJjS,2396,32.92,3
00Xe2NgQ6WMG,2445,168.84,0
00Yf4kGAswSt,2675,503.86,2
00ZKms3LT712,2475,261.29,0
00h7DNDgf3CN,2326,552.85,3
00iM5unDGroS,2465,393.32,0
00jirH0psObG,2672,20.32,2
00tYQp707NL6,2481,92.49,0
00vYlWRLIUM2,2461,334.77,0
00zhEsbGo4Eu,2437,187.43,3
01BXoLUGxjEf,2287,226.95,3
01JHHSVK5M94,2531,423.13,0
01OLyo9H14Fp,2428,120.53,3
01iRUHUeWts3,2798,322.2,2
01tQ4KSerDsz,2470,344.74,0
01vTyHCnI0MZ,2487,14.92,0
020oLyG4XBg4,2676,128.25,2
022mSag5uIMA,2320,88.67,3
026VhSrZcYX5,2605,219.54,0
0291FEKoyVzp,2615,123.59,0
02BLnzI4tdDw,2539,84.89,0
02EWog5Ba0fe,2436,754.27,3
02HNz0AIrf6u,2271,194.44,3
02OOUX2Eit8A,2545,548.08,0
02VzxCuz5BVf,2517,183.72,0
02hBYTjbfquI,2591,112.82,0
02mYwjGitmZH,2352,135.58,3
02mjhHniMzrh,2335,6.86,3
035LEM5W8fyA,2760,4.13,2
038aoxV5r51k,2292,211.37,3
039rhAE3vTaG,2575,320.53,0
03C7riFu9BIP,2828,1817.54,1
03DZX4EOAFTo,2744,29.3,2
03IKnHTxIfQh,2433,97.98,3
03K2bJDDkEAo,2796,624.68,2
03TrKP0Pvt1Y,2565,7.68,0
03kbwi2k92xJ,2384,109.59,3
03m9PwcOYWpV,2358,225.04,3
03nX3T5fzttz,2831,162.4,2
03qiiRJTaJCB,2372,152.27,3
03v4nfIeVBUT,2462,152.13,0
044ahIwOdTsD,2798,17.87,2
045NCgzWdU3x,2718,1354.09,1
04CNSGj01lGd,2704,68.66,2
04NmIzDvQqsw,2341,165.94,3
04UnQ8zcklJF,2428,86.59,3
04WN9oihfOnf,2275,199.69,3
04dWDNTgWymp,2354,138.84,3
04qqhJYsKmn9,2525,189.3,0
051lAvyeNztb,2838,1657.11,1
05ChT8B9eOBi,2393,343.57,3
05DbQQwL8ZGH,2615,236.75,0
05G2GGILMmEJ,2390,72.33,3
05IOkw4lYKZ1,2401,24.97,3
05d85g7rSQVW,2368,955.79,1
05fnaHOoWyRT,2470,309.33,0
05uFV7XxNMGN,2613,185.22,0
05zDjIpB0hso,2605,219.54,0
069967L09MXH,2399,81.88,3
06Dzpf2fZgGH,2732,131.47,2
06N8DTy8okZw,2403,415.43,3
06U05z1V4O0t,2408,143.29,3
06WG4JsC6QzQ,2294,58.78,3
06YPrb7kAlAc,2564,112.15,0
06igbNIk4LU1,2489,129.0,0
06pCqFhhIZLy,2347,28.25,3
06r82kqqrOrr,2807,670.3,2
071Z9NZtLqI2,2367,405.83,3
073qh5XaauZp,2470,193.82,0
0754aS69ZcwE,2660,406.58,2
07B9pIufT5L5,2409,49.96,3
07Guubji28Jy,2793,175.86,2
07OhEkLKlq4u,2679,115.61,2
07REVmrQjVoP,2840,70.43,2
07XQDdspcO1D,2585,939.11,1
07aQsbg0F16z,2708,68.33,2
07bidSPqihtZ,2480,159.34,0
07ihJMaFNCtV,2329,126.86,3
07rmEkPHxGGZ,2305,51.69,3
07tR8ckA69ZN,2432,1570.79,1
07wU6UwFroMV,2435,73.72,3
080zfPrXB7X1,2287,22.49,3
088Py6BjsdmR,2519,218.19,0
088pERnyqnFn,2651,94.3,2
08BsRpU6uie2,2440,436.25,3
08H5VUivxf4F,2322,1058.78,1
08HOn2HWFwzn,2484,83.38,0
08UA3xCJaZQT,2379,203.87,3
08VAPsNbOxAe,2718,103.45,2
08WvMJlipByz,2405,8.06,3
08cXf0S14frm,2449,255.25,0
08lOsGg4jppc,2663,212.83,2
08sAabh9VkUA,2556,550.58,0
08xWIyRby9eG,2611,166.87,0
0929p0EIqEqd,2834,137.32,2
