product_id,price,DeliveryDelay,DeliveryClusterID
00ehq6lzh6MX,5609.89,-8.125,0
00hf4DIVWtOv,599.98,0.0,0
02CURpoL9lPa,23.95,-21.0,1
02HHGHzbG7T5,5447.61,-9.5,1
04doKxp5IgpN,965.16,-8.0,0
04iAxXojGGpj,490.9,-9.0,1
04u78ixC91Eh,509.5,-18.0,1
04wjhBTr1OUi,170.8,-4.0,0
069UgpFLJQDt,83.8,0.0,0
06KjjYMetqhG,966.9,2.0,0
06SZxF5mWKs9,125.46,-35.0,1
071yJclKOr9s,6045.33,-10.75,1
074oqqNcriYM,116.2,-7.0,0
07ICeVdvYeMz,509.94,-12.0,1
07pkXhK1IS2x,327.25,-5.0,0
08Ak50eeNHC7,2899.0,-1.0,0
09GvpVb8LebR,517.65,-13.0,1
09OXd8DpWGeY,16.89,-21.0,1
09S1ttpS2mB1,531.96,-12.0,1
0AB0tzxSdmJN,103.01,-16.0,1
0B46v6k4BDKd,491.0,-20.75,1
0B5gTiv0xSZE,26.400000000000002,-17.0,1
0BH4gn1lLIjX,347.45,0.0,0
0BMl7UlJwJ9H,387.0,-16.0,1
0CPQNBoV9ob3,568.54,-13.333333333333334,1
0CbJQN6H0h7h,195.35999999999999,-2.0,0
0CuVpY7TrcsI,107.63,0.0,0
0DNvfGZGE448,29.95,-9.0,1
0DpUyZjF9UOL,3728.8599999999997,-10.7,1
0E8w8xmra1tV,509.99,0.0,0
0EFQn9gY6gaY,1058.0,-13.0,1
0ENTt7pNIfnU,18.1,0.0,0
0EbmiFrZd76Z,2899.0,0.0,0
0EkbhByMB5N7,33.41,0.0,0
0F4M8sFCUZ6t,849.5,-5.0,0
0F9bppUSXRdc,159.6,-13.5,1
0FWpc2iOrfPj,1422.9,-23.5,1
0FxCUXholh00,886.05,-19.5,1
0GII09WWgwUY,3540.1400000000003,-3.0,0
0GlKR9ZRIMet,100.0,-16.0,1
0Gob3EKNIH0D,403.71,-5.0,0
0JiQ1GCW9ngX,453.7,0.0,0
0K2HQ5lmMd3a,597.89,-4.0,0
0KM0bnU1HZE3,114.89,-15.0,1
0KSGneoDXExa,186.07,-3.0,0
0KxzgfY19bIY,137.94,-24.0,1
0LmSG1wJb4gH,399.2,0.0,0
0LsH01dxQhnY,3116.25,-11.142857142857142,1
0MgCc5pEtG08,18.42,0.0,0
0NoiuB33qtuz,37.84,0.0,0
0NyaZGT1fbSw,2460.1499999999996,-12.0,1
0OJum3SJaBl6,203.8,-23.0,1
0OMyv1OZxcZ7,1.7,-8.5,0
0OXb2kCA8o2R,50.21,0.0,0
0OYH1tEkT9dY,1640.1,-8.0,0
0Q7GqGUcCLOH,28.13,-6.0,0
0QllFJpON7ou,4125.0,3.6666666666666665,0
0TeKpRdvyfDt,102.28,-25.0,1
0UHKKyYmxWfq,3895.0,-10.2,1
0UOfS4VoLhuJ,799.84,-18.0,1
0UffOyDi2jiT,2076.0,-7.0,0
0UjGuxOBNBA1,1125.6999999999998,-18.0,1
0Urc5Giryip3,4590.0,-11.0,1
0V362ohWqlPc,87.99,11.0,0
0VohGytKhDm1,116.11,0.0,0
0VqshDjohNJ5,144.0,-19.0,1
0VtbXPrjx4FT,383.0,-15.75,1
0WHUZrUfblmK,43.21,0.0,0
0WVZtUyxgCEr,75.9,-8.0,0
0WtrYAoU5kel,127.77,0.0,0
0WyL1PG2mUrt,310.0,-20.5,1
0X6jn5wIK3oH,1849.0,0.0,0
0XgSp44feZwn,42.89,0.0,0
0aEHUMIn7a72,59.65,0.0,0
0aMrJV7yIPS4,397.0,-19.0,1
0arPZ9huJF4Y,60.09,0.0,0
0bnFkwwpIVU4,41.5,-3.0,0
0c0x9cq0gPw4,432.46,-11.0,1
0c676hV8BxML,656.0,-18.5,1
0cKiwidbQ5hs,534.0,-11.0,1
0d6qMq0I2ExX,300.0,-10.0,1
0dFBb9lmbGnK,347.45,-8.0,0
0dTrfzZrfEZO,2204.0,5.0,0
0dmlSvy9A1it,287.2,-17.0,1
0eQneWezeM5V,820.05,-20.0,1
0eSlsvSF9ddD,3945.6,-9.193548387096774,1
0eU2pGKaTuqj,2900.7,-15.5,1
0eUpTArz6c6v,342.3,-19.0,1
0fyovcgtVUSp,69.95,-17.0,1
0h8PynQbIIJG,409.0,0.0,0
0hc202udOxbI,491.77,-12.0,1
0hz2QJynEe6R,223.87,-4.0,0
0i4jb2PdTj8G,3560.0,-9.0,1
0jT28eqbs90j,145.99,0.0,0
0jmFGW6KzkO2,802.14,-21.0,1
0joYQTTET6bJ,2768.0,-14.0,1
0kEfMVz0K1dx,108.24,-25.0,1
0kaFlEr8J8Rq,97.99,0.0,0
0kqOBbRKQQCw,2218.08,-7.5,0
0l5YGkXDubis,201.74,-8.166666666666666,0
0lT5itTTJuYu,388.38,-20.0,1
0mLwo6egaseL,8520.0,-14.666666666666666,1
0mQzFBdP0oKA,403.9,-9.0,1
0mshbYgqyvmA,440.66,-10.0,1
0ooDWnOP0BeU,399.2,0.0,0
0qYHcsiZhxdn,3617.87,11.285714285714286,0
0qtItiuCYJLB,2215.0,-14.916666666666666,1
0r9IS1t45jiG,240.98,-16.0,1
0rwKbbZgglLJ,95.52,-8.0,0
0sWNA5W2wusu,134.49,-15.0,1
0srRhJPEDMbs,170.7,-9.0,1
0stAeVbVL0fc,719.4,8.0,0
0tBW9XctoyYi,28.82,-48.0,1
0tmMWhp4gqKg,59.74,-5.5,0
0toxqSGf0PDW,78.87,-15.0,1
0tqUsVPgcFsM,34.78,-9.0,1
0tvIWfaaCkcv,8199.98,-14.0,1
0tvYY9kXqz2w,267.75,-10.0,1
0u9DdDbJJUHC,1398.8,-22.0,1
0uaMeFfx8d85,1163.4,-14.666666666666666,1
0usgMclSfc26,112.33,0.0,0
0vZuHRdmcGIa,527.99,-9.0,1
0vbEvli2JYJu,88865.66,-10.313131313131313,1
0vxqaoazyUrJ,1108.17,-11.0,1
0wjRGiv5Hy0a,548.0,-33.0,1
0x1FsqEOaZXn,315.99,-16.0,1
0zcVpQ3M19WS,589.24,-9.0,1
0zkpX0hLqB5r,399.2,-15.0,1
0zlj1BadUrLU,4650.65,-8.4,0
10Iws3Lhedsf,1559.56,-3.25,0
10L2iYzQO5ip,4013.7799999999997,-26.066666666666666,1
10W8iThtycTD,509.99,-16.0,1
10gCDabXlcon,75.44,-15.0,1
10zKk7O1NL3f,36.08,-18.0,1
11062HqQAYDu,26.85,-11.0,1
119DhlINaWyL,896.9,-9.5,1
11DUROvg7sIZ,89.25,0.0,0
11kF8c6LSKMf,26.88,-19.0,1
11roYbcXrsh4,2899.92,-20.833333333333332,1
12gYkmpIlLon,142.5,-15.0,1
13CVC5yCAxfs,86.25,-14.0,1
13F8vtd5PzVy,2084.7,3.0,0
13S4nibeqfeW,882.8299999999999,-10.25,1
13UncDJxp0ju,548.35,-17.0,1
13qBkBOBBlkd,383.32,-5.0,0
14sWK1muel1j,8996.0,-14.0,1
16WsGvOuNDlA,69.88,-8.0,0
16zRF95Qs3SF,103.01,-11.0,1
17ZyxtmHA5l7,140.45,-5.0,0
17gYhYlCCRNq,178.8,-9.0,1
17pxKnZ7b1qV,62.83,0.0,0
187NQydp3Gfr,518.18,0.0,0
18WWHdbGr35h,718.0,-22.0,1
1B9cx0I8K6kD,184.45,-12.666666666666666,1
1BC62TNsD8cm,59.74,-10.5,1
1BItsObcWzjG,2621.8900000000003,-12.875,1
1BYVcPiYG0M3,219.77,-14.0,1
1BfesHRposhR,23.1,-8.0,0
1CP2Aap1EFW9,144.8,-9.0,1
1Cezs7C9PXLN,509.99,-8.0,0
1Cpj6sZ4oWZW,657.5999999999999,1.0,0
1CzLIDzGTDBQ,2173.4,-5.285714285714286,0
1DakGqxhjZfg,297.0,-10.0,1
1FOJPZPGtdxs,779.52,-12.0,1
1GBCdpvaXXM7,3460.0,1.0,0
1GMFthnToPI6,347.9,-2.0,0
1GcgiAtq0N7f,1615.6,-19.0,1
1HJblLZLyADt,1499.8,0.0,0
1HVzlLTrkgdF,56.89,-6.0,0
