product_id,price,DeliveryDelay,DeliveryClusterID
00BIIFInAdcQ,51.99,-16.0,0
00CWCLw27QFC,509.99,0.0,2
01HCGH3DIK9r,26.77,-16.0,0
01JcjFZucBCb,86.32,-9.0,0
01TDIzJMNM89,100.0,0.0,2
01bOT3b4NEA2,778.0,-15.0,0
01yZO98VPUui,85.78,0.0,2
024KC1BDyGBC,156.3,-12.0,0
02sfxo5wNODr,303.6,-13.0,0
02vj8X82fFCs,77.1,3.0,2
03SwknUmJAW3,349.97,0.0,2
03Z3FhhfyTOZ,107.64,-13.333333333333334,0
03rQbZnETEwS,15.75,-13.0,0
045qKXNhuTw4,242.71,4.0,2
050vAVIHRA6H,275.3,-12.333333333333334,0
063LvDVpar7c,141.4,-18.0,0
06Zem5ml9euJ,17122.88,-8.030303030303031,0
06bNu8kkwYAe,238.64,0.0,2
06eTpifjy5rw,17.91,5.0,2
06fOd7FbI3IS,17094.4,-10.25,0
06goN6bHnZQS,28.82,-8.0,2
06j2hEIpf0i3,425.63,-7.75,2
070DiM2byCDm,612.29,-27.2,0
071tg1KoPuDZ,397.59000000000003,-11.0,0
07QzR3JCXK4s,52.0,0.0,2
07V39dQErjrl,164.98,-1.0,2
07i464VKttiq,145.99,-11.0,0
08S2ZN1th2iz,1122.0,-9.0,0
08VHtDhwN6Tr,95.03,0.0,2
08pj5e74HPRV,5831.2,-9.166666666666666,0
08wB1oEMCu3A,680.9399999999999,-13.0,0
09CnfIEW340Q,47.91,-13.0,0
09vFgwlE6lGE,1096.7,-1.0,2
0BEqOoA42AWt,1932.1200000000001,-18.0,0
0BH1ebmGSyec,10.49,-14.0,0
0BTuGweGV2IK,2039.96,-1.6666666666666667,2
0BzN0UAnx0Ks,729.99,-7.0,2
0CCVvI86YpC8,20.03,-14.0,0
0CLkkgH4qeuS,181.56,13.0,2
0Ci0TtmttZaC,112.01,-14.0,0
0DGUzA0AK20e,899.6,12.5,2
0DGoM1aFJKQb,2118.38,-6.5,2
0DjcRa5W56CM,403.9,-12.0,0
0DzNjd5oMbff,7.59,-8.0,2
0Er9PpAjr2QW,85.0,-17.0,0
0FEJVXrtb2SA,352.0,-4.0,2
0FHoGcZXMBgv,34.5,-19.0,0
0GKu93dZZhuO,1096.01,-24.75,0
0GgfQvPMSF6n,473.56,-13.0,0
0Gt8NdZz0FAh,257.98,5.0,2
0HBv3iamdrG1,71.25,0.0,2
0HrZA9s9KE3R,1288.0,-12.0,0
0I27y5Mlc786,60.09,0.0,2
0IXWMdJmqeKZ,160.55,-10.0,0
0IvQS86aIKG0,696.42,-10.5,0
0J6FWtKJKZPh,37.89,0.0,2
0JHTBH2ex56B,187.0,-11.5,0
0KZHDd0UU6mq,2138.85,-13.75,0
0Kwvf0nc6vy2,158.46,-14.0,0
0LTIekFGdhqg,730.62,-10.333333333333334,0
0MDrmDfK4usF,85.78,-1.0,2
0MOZauLgN5Vq,4929.95,-9.666666666666666,0
0NHjivzTHm4G,181.56,-4.0,2
0NaUD25k3u1d,111.27,-33.0,0
0NeECSEGpWlD,139.84,0.0,2
0O4bnl5ALupa,181.56,-11.0,0
0OD2K4u7BTjy,181.56,-17.0,0
0OWAAQRPyuKI,1503.0,-11.428571428571429,0
0OWxWrrJVPPY,109.82,3.0,2
0PB4afK6YbMs,746.0,-18.5,0
0Pu9g6utKEyN,59.74,-2.0,2
0Qpp8sKrmpto,112.33,-3.0,2
0QuzS9bSRpRi,14.1,0.0,2
0R7uOfQftJp4,130.12,-13.0,0
0REZXrAQK3QB,475.0,-3.0,2
0RJBcvg8Lubi,87.99,-17.0,0
0RSDoQLOMAQA,1096.7,-4.0,2
0ReQfftPLgFP,58.1,-4.0,2
0S4jo9U1XYTe,234.9,0.0,2
0SAEamQvxWWC,453.7,-19.0,0
0SgouN11qbBK,820.05,0.0,2
0SmplwYibaEM,206.57,0.0,2
0T0OZy9JRV3d,1554.0,-18.0,0
0TLsP9bQs08q,129.20999999999998,-7.0,2
