customer_id,Recency,Monetary,CustomerClusterID
00FfKwUmhZyJ,2342,614.45,3
00FuuVIoeWKh,2484,162.86,1
00HGH74kPS5F,2954,145.48,2
00Hx4SfIZ7yn,2332,137.35,1
00K9PWXQ9j5u,2768,155.88,2
00TmWEYazdvD,2580,518.77,3
00XLBsdBHfg6,2591,49.23,2
00ciinAcviuC,2770,183.96,2
00fJ0FmHZXAa,2473,41.83,1
00hSuZGND8dw,2565,164.57,2
00qz8nDJVBo8,2431,157.36,1
00yN2LZB3MT8,2451,420.47,1
018oT9pGwtJZ,2530,188.39,2
01NSQgOn0Toh,2371,70.17,1
01SMmE5fqTX8,2609,306.64,2
01XvwF8znRtO,2633,10.98,2
01ajiGjiApLO,2543,110.67,2
01bAWEGsGkHI,2817,113.84,2
01dr4XyAvCEz,2517,322.19,1
01gdKwuHDWX7,2278,170.27,1
01ingR1szYZm,2728,53.76,2
01lVaY6gqUKD,2397,323.17,1
01leP27SMImW,2432,142.79,1
01p724aqrjih,2529,615.85,3
01y4af4wZPtP,2493,288.82,1
01yExsOVxdY9,2314,1097.94,3
01z7AZlb8GOz,2735,648.82,2
01zNKWs2QwNF,2333,23.01,1
0279FxWqpjIZ,2463,53.69,1
02F4mgi0sl1v,2405,18.22,1
02J2y4LT525o,2784,545.51,2
02RIBdNre9QD,2589,8.71,2
02RJ0Nh01VLL,2726,47.57,2
02T3deGSQh3s,2320,12.76,1
02YCo8EBFSVP,2424,88.89,1
02hdSJ6iUWwJ,2484,201.53,1
02iO3lm5GN0P,2618,134.75,2
02iye4zZnbt1,2499,156.09,1
02orXmlH1ZCJ,2394,710.48,3
02qSyAXaVcBi,2557,145.48,2
02sc5WBaORsP,2483,129.2,1
03EIqywNUYl7,2276,398.62,1
03Fbz9B9u14Q,2442,309.66,1
03Ht0R85GNMV,2388,355.38,1
03eROJE4EsnZ,2535,417.55,3
03ibDS79mbgT,2454,420.47,1
03j83yXYlt5O,2835,426.1,2
03t2YEicTGj7,2708,122.12,2
042e0DdjWvKP,2359,367.63,1
044dCgMml1Vj,2374,495.78,3
047Nz1fFKuDt,2464,184.08,1
048nyTgthuec,2420,226.26,1
04BQxqf7gUPI,2797,34.61,2
04HR1kAnlEiJ,2373,1349.16,0
04HXNRdb3ZET,2517,197.9,1
04IH82EnKLc6,2734,48.27,2
04J0EyAyi0iQ,2380,308.7,1
04QMeUGJ0n5D,2517,129.0,1
04QjC58iN9Tv,2503,1400.33,0
04SnASpUOZdE,2496,196.9,1
04TtPTMB0gl5,2672,275.47,2
04YUlo2YAUB3,2268,94.56,1
04asny7812UD,2537,33.48,2
04bGiEATyt5b,2591,138.36,2
04jQ016DvqPT,2399,189.68,1
04kg4ytN7Uzm,2304,99.18,1
056ZiaCjF3iM,2745,333.76,2
056dDK8yQB7P,2320,2938.17,0
056pmMay3lVU,2378,345.98,1
057r7YeW8d2i,2457,913.45,3
05OT1anwVdYT,2463,189.92,1
05YsJEoxVfUA,2399,402.32,1
05Zd2pyA4juu,2746,65.81,2
05cs2094itST,2468,765.84,3
05g5LL6HPgwl,2455,196.38,1
05o3g0Ov0Kr0,2726,168.96,2
05oQM2QzNgMn,2390,106.17,1
05sHg4lqmnNI,2305,136.43,1
05um7WPw7yfS,2665,162.75,2
066FObKOed9O,2440,309.61,1
066NFrOf0Wz2,2444,32.79,1
06GAIvCoLhWy,2495,57.43,1
06ME0ubwcN18,2355,140.22,1
06RlUuxv2hlF,2729,318.92,2
06TnShcXH5mv,2337,44.99,1
06Uh06jqTVt4,2456,246.87,1
06VBVPL6aZmg,2609,721.74,3
06Vy4OCk2LWF,2298,454.54,1
06W3MtnSq1es,2457,84.77,1
06X8xUEv070c,2640,410.61,2
06cCgm0RZLu9,2368,360.81,1
06sbQ3nbhQpw,2304,45.57,1
06tMgJv3OgcA,2543,134.42,2
06vFFnQVyr5Q,2422,15.85,1
072Km4MNIUL8,2414,149.35,1
072dCh6hl1af,2392,195.8,1
073GnKkoarX7,2453,267.9,1
0747dFyRHcQ2,2342,64.37,1
0768hZvzO7RM,2480,62.05,1
079wpJhOqeH3,2567,6.58,2
07E1LuEpgCO7,2821,1626.83,0
07FdHgJAJa6o,2687,221.84,2
07GBVbTRlwMb,2796,2.86,2
07NV2sCjlXmX,2804,400.64,2
07Ra9q3xliZA,2679,450.42,2
07UojYlJxQoN,2775,199.67,2
07aRd6h4VxlG,2557,27.23,2
07gvSYsUgcKv,2404,218.87,1
07lr5WyBuRsd,2830,43.68,2
07ouVdrsBulu,2275,93.84,1
07pQMI5OmsFV,2483,126.42,1
07vcTUA7NYH9,2285,96.8,1
07vfVEL49lFL,2288,427.23,1
081aQ4QIclsM,2281,324.98,1
088tz5bnvp25,2658,173.71,2
08DUji6QAkNC,2442,235.39,1
08ED4zcQfXTI,2749,178.79,2
08IsiIpyJFXx,2306,1006.77,3
08KWYgTltjc9,2450,406.65,1
08P6RYX9xF6I,2420,255.97,1
08QGP7qNCmKB,2373,150.56,1
08bQcKP4TtKp,2461,196.98,1
08gAZCfSAyRC,2749,60.4,2
08gXETqCmoYn,2770,135.24,2
08mZmL1nDeqr,2541,101.62,2
08pp4hhWq4HJ,2294,82.5,1
08qxh8cn9bJr,2648,120.73,2
08rz3CEueCAZ,2311,42.84,1
08s6lxlLUbHu,2544,240.4,2
08tIa3BF0vlc,2439,158.85,1
08vmvCcLOC3P,2707,43.9,2
091XiXC1KYH6,2307,291.66,1
092bkWd5oqRA,2351,266.55,1
098gI2Ww7tK2,2428,138.92,1
099RFBtwTsZp,2350,112.41,1
09BS2LQeEJ1T,2455,33.29,1
09SbhXEdY5XN,2416,73.58,1
09VBaM0nskWb,2379,317.64,1
09Xt2dd1DWhy,2328,71.79,1
09aGrOSXsPnT,2433,228.16,1
09f9PP74T7BE,2560,59.36,2
09j1rLozgEzq,2285,67.18,1
09ntB2k6Z6Qt,2445,477.71,3
09oJGwMSqSBE,2718,423.13,2
09orqbadcgNo,2457,109.45,1
09t9d1gn679r,2286,229.14,1
09ulFY2ch6PS,2294,146.79,1
0A3psDMDYYSn,2397,355.38,1
0A9WqL2Hwr6s,2532,9.78,2
0AIYDjcrbRYS,2389,169.6,1
0AK0sWaHxiW8,2474,449.79,3
0ANCyJVSg5j3,2327,108.17,1
0AYqd8xSaSpj,2567,53.22,2
0AaGbC9z3rgC,2333,128.13,1
0Ac9j9ZUlQPx,2651,115.41,2
0Age1Z8qUVH6,2657,159.74,2
0AknpuLaD2zQ,2489,371.14,1
0Ati8v8cteau,2469,113.13,1
0BCdlul63GLm,2428,411.87,1
0BS4XTOkvBKQ,2619,209.06,2
0BSKJHLzK31b,2800,108.37,2
0BUhISfgNttx,2461,28.17,1
0BWZV6c8XBVF,2761,433.07,2
0BYRPS3iZLNr,2457,123.97,1
0Bfl9IJM65hf,2652,227.76,2
0BlHK8aKF3Zh,2370,177.54,1
0BrfC9XpPeXf,2441,238.11,1
0BtQwxhz6Rs6,2420,138.6,1
0Bu8kkUF8LHF,2478,53.8,1
0BxXZb334QJ0,2420,313.93,1
0CF4I81a4kvV,2280,115.91,1
0CHFXyBUlPBO,2681,196.9,2
0CJeFOazFlLP,2508,128.82,1
0CMSVcodxl2z,2411,81.48,1
0COzo2ANONqy,2775,350.93,2
0CRKVLkw3RJi,2397,19.35,1
0CRttDesUxVE,2611,68.34,2
0CSYJiy1ot2y,2296,32.44,1
0CUYx4VGEoJg,2683,25.49,2
0CYWpsHGZckR,2512,115.39,1
0CZtD6klWbVE,2722,214.04,2
0CdjNnmutXi5,2629,33.48,2
0Cg62gZlJWcD,2575,223.6,2
0CkpzEMVttDN,2432,10.57,1
0CqngKQdlgPT,2506,87.62,1
0CvAwpznfXWz,2388,173.49,1
0D0uGfeFxuk1,2504,109.95,1
0D8pVYJ92lBY,2653,255.91,2
0D9m1c6scVj2,2489,67.56,1
0DAYoDCMiV50,2347,127.4,1
0DIY7AIhkbgE,2299,76.52,1
0DQ4ujJwWjPv,2273,55.76,1
0DSpFcrWXLVd,2542,29.68,2
0DTU0AbeidRR,2403,283.65,1
0DWvWXyL5MEU,2381,18.23,1
0DYhlncHjnD4,2484,1323.79,0
0Dc8j1Zrdadh,2490,58.65,1
0DiB6i6gEKvO,2539,195.78,2
0DlupTzjnvXV,2317,232.55,1
0Dm06qIOc788,2400,314.39,1
0DnD2PDuJnxc,2566,55.38,2
0Dw8WksxBRg0,2378,264.67,1
0E3VfLY2qE5X,2297,121.88,1
0EBzY0jh5sHj,2497,283.61,1
0ECj6e4ylsVc,2326,195.68,1
0EKP7gYbeuo1,2423,158.28,1
0ENr0PKgfjGT,2833,121.55,2
0EQWSDUfPUrh,2626,548.08,2
0EVkHBlo6fDu,2280,17.55,1
0EXri1oyAX1n,2449,336.34,1
0EspG5EGkWrN,2375,314.39,1
0EyNjnsCCEhV,2789,154.62,2
0Eyx2baacaZH,2464,287.55,1
0EzNwB0wYA0w,2283,159.85,1
0F9WQmj4W3iA,2278,79.46,1
0FAsX2hT6yyN,2658,67.62,2
0FCHHp5OXwMA,2708,26.84,2
0FJby7g2pCKa,2431,44.99,1
0FUX6cK63N1g,2301,140.98,1
0Fa7l5Z3vfrm,2541,176.71,2
0FbOzgOfc8B3,2278,237.46,1
0FednO4sPUfK,2529,254.46,2
0Ff1qLjHeasb,2466,450.51,3
0FifNVFTt5iu,2436,38.82,1
0FkX6jx2sQpf,2490,75.8,1
0FkZ834hOD2R,2446,268.08,1
0FoJSkFlglm5,2801,383.1,2
0FwJqZCVBUpj,2575,13.78,2
0FwOuj9yDiI6,2641,318.82,2
0FyKI8t9PwZd,2428,1416.7,0
0G2Hf0nG5Mpi,2425,1130.03,3
0G3gmNFjsjOj,2530,1124.79,3
0G6hWzN16NZ1,2364,1013.85,3
0G7omGPwumUx,2557,114.65,2
0G8j1JOXQDx0,2279,63.59,1
0G8mQw8RRMf9,2768,179.22,2
0GGNhgz5ADgI,2306,225.15,1
0GKk4XC9oVB0,2404,116.32,1
0GQ1AtcGzMc5,2509,955.79,3
0GTVIXRZuc2X,2809,16.96,2
0GVsh2ckFv6c,2778,330.57,2
0GYFgrBid4fB,2382,270.03,1
0Gbb0cdauR0O,2629,100.44,2
0GnG5E8r90fX,2411,135.2,1
0Go1ZjHxxq9H,2419,424.62,1
0Gr7V8jeVUv3,2854,89.55,2
0GrTaWQ774g5,2514,40.09,1
0GwaK4HQlOwo,2412,459.12,3
0H16NfXfohfl,2550,53.93,2
0H5PfCZs37mo,2440,117.68,1
0H82GNY06ETL,2331,141.76,1
0H9BUlUO3RTj,2298,234.0,1
0HCDIgxVjJ1A,2368,138.65,1
0HFu5RzLuHSi,2372,419.89,1
0HIH0NnrZQjM,2687,33.04,2
0HOc4IVAMvcc,2302,88.61,1
0HUIGphapgob,2292,199.87,1
0HaxDSGxsVf9,2488,91.08,1
0HcYaoo6uZdP,2350,242.24,1
0HeU0XysJhUa,2629,41.17,2
0HjBQyQhuCkU,2289,911.45,3
0HwMDzRIlCaH,2556,199.22,2
0HxMFTY0xw0o,2499,37.99,1
0I1tBqhlXQNn,2274,161.77,1
0I86nnNgk2y4,2657,81.57,2
0IEMZdaUnkuj,2744,173.71,2
0IG6ZktuiXz1,2379,180.37,1
0IKMM10fCnvT,2511,214.14,1
0IKqRs41qInS,2690,223.32,2
0IO1my6gGmki,2275,300.83,1
0IUetEFxviyP,2352,181.77,1
0IbbfpnqBXtm,2451,27.38,1
0Iclp11uZqTc,2470,227.3,1
0IkoqofZAgM1,2791,146.98,2
0InsKDCOEVbA,2502,34.73,1
0ItxE6ruiqUR,2500,0.85,1
0JA5r8Js6gbD,2688,1806.68,0
0JA6Y7VL9iVw,2442,194.97,1
0JKWUAiNSC2K,2483,212.94,1
0JMfCyj9xM7P,2439,737.36,3
0JWVRDUgIlB5,2446,20.58,1
0JfC0zohhUR7,2450,318.23,1
0Jhzt44DM30M,2542,240.77,2
0JlbciEujK4N,2672,130.17,2
0JrqzxxreC0A,2318,151.25,1
0K02WW1jUM8i,2406,274.89,1
0K6bUDBmNxZd,2441,221.13,1
0KCFYasbdnb7,2539,193.21,2
0KH1WpVepE8a,2402,138.65,1
0KQ5g74uM4UJ,2520,195.29,1
0KRb927pU4DN,2575,142.96,2
0KRpFLKfLDXK,2302,1843.85,0
0KUiIEsGC4mk,2403,102.08,1
0KZIqXhoJTao,2371,114.17,1
0Kd6giozRR9s,2557,823.07,3
0KdOwsprvkEz,2543,108.66,2
0Kl3Lb0XHmng,2454,477.71,3
0KqhgY1znaIK,2315,185.43,1
0Kuo4ZHiqnPV,2508,139.18,1
0KvyjkP2IxHF,2325,178.67,1
0KwqbDf1UnJr,2349,260.08,1
0L1TB8Anclqg,2491,1013.59,3
0L6B4XswCp8m,2487,201.45,1
0L9Ii3IYrsWF,2278,44.79,1
0LAtnxCSpQk4,2305,169.31,1
0LLbAC4YqSI8,2761,331.34,2
0LNwIcbilX72,2715,1.65,2
0LWqz31ZDUOH,2465,208.77,1
0LcIYVNrHXEQ,2767,158.22,2
0LkOoasJK84Q,2816,228.88,2
0LojZnLaQrqd,2561,376.95,2
0LqFPc10YR1X,2428,279.65,1
0Lyf8eGYQy1y,2398,151.14,1
0M8czWU40wuL,2278,124.2,1
0MBwLJCBAkOx,2442,1391.89,0
0MDOVZVIhWtB,2337,26.02,1
0MKOXt6mqzI1,2390,161.97,1
0MM5SdWRvWtN,2791,754.27,2
0MNavGEfTplL,2773,255.71,2
0MSzjzpSHtbA,2442,158.58,1
0MWUcuCP3BRR,2468,300.38,1
0MirRDkiwLj6,2535,3.13,2
0MmKqCTOVqCC,2468,59.86,1
0MngL9J5HOQw,2284,146.4,1
0MpKMUZsNHaj,2683,282.47,2
0MswoVOmXtmu,2439,278.46,1
0Mt79pHjg67T,2717,218.37,2
0MxLudowjsY3,2544,108.67,2
0N1MqNqaPsgU,2413,371.13,1
0N4BrBLybJki,2524,343.54,1
0N5XKb26IvYY,2745,581.3,2
0NDhRL868bYh,2614,118.55,2
0NHuxPbgR14F,2417,31.98,1
0NMQeo3WnZmv,2365,1.18,1
0NQAIlCltsBa,2309,203.82,1
0NRmVGLJZxv5,2580,241.92,2
0NSUz7fOlwmi,2731,135.15,2
0NdxbTR55ksh,2517,97.16,1
0NgNxUBkHh2A,2661,227.76,2
0NqBBsFfwBn9,2833,26.2,2
0NtGQGnkQN9b,2285,124.74,1
0NuIOoKVULgc,2456,10.81,1
0O3IrSw3pVRR,2510,280.41,1
0O4uT7s1OnZ8,2302,913.13,3
0O8drRgegRds,2298,98.35,1
0ON3Rat5Do8k,2374,262.38,1
0OSm9Dpv7Auu,2307,197.62,1
0OVeHOJqCxP9,2306,108.66,1
0OW4Dz7hMU0T,2507,71.41,1
0OaAWte7zh20,2483,94.39,1
0OfP4rS4szpi,2649,54.97,2
0OlJ7sUBWb8B,2551,94.39,2
0OmSgDcPeTfa,2456,255.24,1
0OohKYzzZ2mY,2349,177.51,1
0P59945F9hrD,2715,608.88,2
0P7jy9RhLX43,2273,532.55,1
0P8fiFGwbcyB,2667,44.8,2
0PBDmDeUmSX7,2418,184.92,1
0PDKKsNhmE6Q,2526,764.92,3
0PHYoE5LURdf,2593,47.87,2
0PNGWkSjyLpM,2671,12.68,2
0PNgr7EoJ1bn,2350,193.29,1
0PRZE1v7yKEU,2458,702.07,3
0PVDypkSrXle,2497,245.48,1
0PWQi19vxMaH,2517,156.95,1
0PZZlT176xmU,2367,244.41,1
0PiaHdUNbB7d,2404,239.51,1
0PqRsh85lgfF,2772,78.48,2
0Pr9QpNxVCsU,2567,183.49,2
0PtqQDSQRBV7,2447,286.65,1
0PvzgyaUQfMQ,2707,41.42,2
0Q09BK2bPOXO,2511,102.37,1
0QDlAxPnRoIc,2553,129.9,2
0QFAJmrK9FQt,2373,350.02,1
0QHo2aXFhgBl,2277,135.93,1
0QMcmCZc7bje,2483,116.73,1
0QOKNyqks6Om,2665,42.83,2
0QQRtj0qRiuF,2542,717.82,3
0QRLojGeig5Z,2805,281.08,2
0QU3ThQWC495,2567,387.14,2
0QektOASjN3c,2336,620.82,3
0QmcoKrwn3OB,2604,198.56,2
0QporQIL3ve8,2407,232.82,1
0QqDMEaVuSWw,2487,880.8,3
0QzeUcLKHjXS,2380,219.45,1
0R1uscsfDDQw,2538,219.83,2
0R2sPIDonQHD,2275,244.34,1
0RAWOt3bRK7t,2840,78.81,2
0RD0i9XEd4sD,2373,52.67,1
0RD4TNrrRlm9,2528,0.86,1
0RDZqmVIuoFY,2540,133.97,2
0REq6uHqMjyz,2331,131.52,1
0RGqTELxesQp,2648,65.01,2
0RGsxFYupOMJ,2425,815.65,3
0RL9nIZpFGFQ,2569,90.89,2
0RM3ppVzKoSi,2597,530.22,3
0RNOKhH3vyhc,2489,880.8,3
0RPTR7GT3sxY,2400,97.88,1
0RbNEtQgl4EP,2396,32.92,1
0ReRgREfBPl6,2714,343.54,2
0RhHUhBzjrnu,2469,4.8,1
0Rq2jLrmcc0i,2337,117.87,1
0RsDUWzasky1,2458,65.18,1
0RuElIt5nlY9,2449,3666.42,0
0Rvh3Ern0C38,2273,61.96,1
0RxTYrcdzdtC,2292,526.78,1
0Rz5MACoO3uZ,2287,497.44,1
0SDah5q3rE45,2335,30.93,1
0SJbSD6JgLO5,2553,524.86,3
0SLg5IK9zfiL,2513,58.9,1
0SMVVcHU02Ol,2453,363.74,1
0SQsDcVyEjnz,2589,202.46,2
0SVINKyCYiIu,2738,35.71,2
0Sbac1tnM5YJ,2623,180.7,2
0SnO7C2bzncd,2410,278.38,1
0SqDIXTJQzxW,2658,41.17,2
0Sr8Y9Nv64j6,2482,108.89,1
0T0OZiDIf9Xu,2559,967.67,3
0T6EaPGXo9FF,2462,202.53,1
0T6xYpqDuw1f,2460,68.23,1
0TH8kNnD1M7R,2305,83.83,1
0TTCqjmVFADk,2419,60.19,1
0TUvXiiVg730,2543,152.74,2
0TUvqtoITOjI,2545,69.11,2
0TWhIcBcQfkL,2719,75.15,2
0TWk94oTgCjD,2750,540.04,2
0TXmt7yyl7mw,2745,135.34,2
0TlGDArqxlS0,2697,289.32,2
0Tm7BDyehbUm,2727,129.67,2
0ToUodSo0w7P,2841,53.53,2
0Tuplae4dzUW,2380,522.14,3
0U0EfRzG3wg2,2453,34.95,1
0U12hA5OQBAx,2294,72.09,1
0U3fLgdr65Ue,2559,39.53,2
0UCEHTHj4ht5,2536,124.99,2
0UFw9aXHcUzk,2516,367.08,1
0UHH6M8rW1ir,2491,67.94,1
0URratyq2N38,2444,118.54,1
0UVNWPSrGrze,2615,24.14,2
0UXNBWIm8spj,2424,125.26,1
0UfDgIFpsoSp,2477,62.77,1
0UkwXX60ilZi,2403,301.34,1
0Up4FxTQq5Kj,2487,302.54,1
0UtFEDZO2CVi,2418,114.54,1
0UtIKTb5AD67,2347,88.67,1
